Repo,Folder Path,Has Docker,Port,PoC Logic,Show Description,Vulnerabilities
log-date-view,local_repos/log-date-view,No,,RCE,"This repository provides xss, sql injection, header injection proof-of-concept demonstrating web-based attack vectors.","['XSS', 'SQL Injection', 'Header Injection', 'RCE', 'LFI/RFI']"
zyn3rgy_LdapRelayScan,local_repos/zyn3rgy_LdapRelayScan,Yes,,"RCE, RFI","This repository provides sql injection, lfi/rfi, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SQL Injection', 'LFI/RFI', 'RCE']"
Damn-Vulnerable-GraphQL-Application,local_repos/Damn-Vulnerable-GraphQL-Application,Yes,5013/tcp,"RCE, SQL Injection","This repository provides ssrf, lfi/rfi, xss proof-of-concept with Docker deployment on port 5013/tcp demonstrating web-based attack vectors.","['SSRF', 'LFI/RFI', 'XSS', 'Path Traversal', 'SQL Injection', 'Header Injection', 'RCE']"
canopyai_Orpheus-TTS,local_repos/canopyai_Orpheus-TTS,No,,RCE,"This repository provides lfi/rfi, xss, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'Header Injection']"
BurpSuite-collections,local_repos/BurpSuite-collections,No,,"RCE, SQL Injection","This repository provides sql injection, xss, deserialization proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'XSS', 'Deserialization', 'Header Injection', 'RCE', 'LFI/RFI', 'SSRF']"
github1s,local_repos/github1s,Yes,,RCE,"This repository provides lfi/rfi, xss, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'SSRF', 'Path Traversal']"
IPinfo,local_repos/IPinfo,No,,SQL Injection,"This repository provides header injection, xss, rce proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'XSS', 'RCE', 'SSRF', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'Deserialization']"
gotestwaf,local_repos/gotestwaf,Yes,,"RCE, SQL Injection","This repository provides sql injection, xss, lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SQL Injection', 'XSS', 'LFI/RFI', 'SSRF', 'Header Injection', 'Path Traversal', 'RCE']"
java-tutorial,local_repos/java-tutorial,No,,RCE,"This repository provides xss, ssrf, header injection proof-of-concept demonstrating web-based attack vectors.","['XSS', 'SSRF', 'Header Injection', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'RCE', 'Deserialization']"
rdiff-backup,local_repos/rdiff-backup,Yes,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'XSS', 'Header Injection', 'Deserialization']"
labring_sealos,local_repos/labring_sealos,Yes,,RCE,"This repository provides lfi/rfi, header injection, sql injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'SQL Injection', 'SSRF', 'RCE', 'Path Traversal', 'XSS']"
house-renting,local_repos/house-renting,Yes,6800,RCE,Security research repository - house-renting,[]
electron-fulltext-search-demo,local_repos/electron-fulltext-search-demo,No,,RCE,"This repository provides xss, lfi/rfi, deserialization proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Deserialization', 'Header Injection', 'RCE']"
ElectricRat,local_repos/ElectricRat,Yes,,"RCE, XSS","This repository provides rce, ssrf, xss proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'SSRF', 'XSS', 'Header Injection', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'Deserialization']"
exist,local_repos/exist,No,,RCE,"This repository provides lfi/rfi, rce, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'SQL Injection', 'Path Traversal', 'SSRF', 'XSS', 'Header Injection']"
drozer,local_repos/drozer,Yes,,RCE,"This repository provides sql injection, lfi/rfi, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SQL Injection', 'LFI/RFI', 'RCE', 'SSRF', 'Path Traversal', 'XSS', 'Deserialization', 'Header Injection']"
proxyee-down,local_repos/proxyee-down,No,,RCE,"This repository provides lfi/rfi, path traversal, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'XSS', 'RCE', 'SSRF', 'Deserialization', 'Header Injection']"
cisagov_gophish-tools,local_repos/cisagov_gophish-tools,Yes,,RCE,"This repository provides sql injection, ssrf, xss proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SQL Injection', 'SSRF', 'XSS', 'LFI/RFI']"
horsicq_PDBRipper,local_repos/horsicq_PDBRipper,No,,Web Application,Security research repository - horsicq_PDBRipper,[]
bitterzzZZ_MemoryShellLearn,local_repos/bitterzzZZ_MemoryShellLearn,No,,RCE,This repository provides rce proof-of-concept demonstrating web-based attack vectors.,['RCE']
certsocietegenerale_FIR,local_repos/certsocietegenerale_FIR,Yes,,RCE,"This repository provides lfi/rfi, path traversal, xss proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'XSS', 'SQL Injection', 'RCE', 'Header Injection', 'SSRF']"
code2prompt,local_repos/code2prompt,No,,"RCE, LFI","This repository provides lfi/rfi, header injection, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'Path Traversal', 'SQL Injection', 'XSS', 'RCE']"
tongchengbin_ocean_ctf,local_repos/tongchengbin_ocean_ctf,Yes,6379,"RCE, RFI","This repository provides xss, sql injection, header injection proof-of-concept with Docker deployment on port 6379 demonstrating web-based attack vectors.","['XSS', 'SQL Injection', 'Header Injection', 'RCE', 'LFI/RFI', 'Path Traversal', 'SSRF', 'Deserialization']"
canari3,local_repos/canari3,Yes,,RCE,"This repository provides sql injection, lfi/rfi, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SQL Injection', 'LFI/RFI', 'Path Traversal', 'Deserialization', 'RCE', 'SSRF', 'XSS']"
xiaofeixia-sec,local_repos/xiaofeixia-sec,No,,RCE,"This repository provides lfi/rfi, ssrf, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'Path Traversal', 'RCE', 'XSS', 'SQL Injection', 'Header Injection']"
BaseMap,local_repos/BaseMap,No,,XSS,"This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal']"
AVKiller,local_repos/AVKiller,No,,RCE,"This repository provides lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal']"
brookhong_Surfingkeys,local_repos/brookhong_Surfingkeys,No,,"RCE, RFI","This repository provides sql injection, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'LFI/RFI', 'Path Traversal', 'XSS', 'RCE', 'SSRF']"
PassiveScanner,local_repos/PassiveScanner,No,,SQL Injection,"This repository provides header injection, ssrf, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'SSRF', 'LFI/RFI', 'SQL Injection']"
GoogleHackingTool,local_repos/GoogleHackingTool,No,,RCE,"This repository provides xss, sql injection, header injection proof-of-concept demonstrating web-based attack vectors.","['XSS', 'SQL Injection', 'Header Injection', 'RCE']"
turkyden_watermark-pro,local_repos/turkyden_watermark-pro,No,,RCE,This repository provides sql injection proof-of-concept demonstrating web-based attack vectors.,['SQL Injection']
Django-XSS-Platform,local_repos/Django-XSS-Platform,No,,XSS,"This repository provides ssrf, xss, header injection proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'XSS', 'Header Injection', 'SQL Injection', 'RCE', 'LFI/RFI', 'Path Traversal']"
gokrazy,local_repos/gokrazy,No,,RCE,"This repository provides header injection, rce, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'RCE', 'LFI/RFI', 'XSS', 'SQL Injection', 'Deserialization', 'Path Traversal', 'SSRF']"
spider-flow,local_repos/spider-flow,Yes,8088,RCE,"This repository provides lfi/rfi, header injection, xss proof-of-concept with Docker deployment on port 8088 demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'XSS', 'SQL Injection', 'RCE', 'Path Traversal']"
linglong,local_repos/linglong,Yes,8,RCE,"This repository provides header injection, ssrf, lfi/rfi proof-of-concept with Docker deployment on port 8 demonstrating web-based attack vectors.","['Header Injection', 'SSRF', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'XSS', 'RCE']"
repomix,local_repos/repomix,Yes,,"RCE, LFI","This repository provides ssrf, lfi/rfi, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SSRF', 'LFI/RFI', 'Header Injection', 'RCE', 'XSS', 'Path Traversal']"
eliza,local_repos/eliza,Yes,1,RCE,"This repository provides sql injection, xss, lfi/rfi proof-of-concept with Docker deployment on port 1 demonstrating web-based attack vectors.","['SQL Injection', 'XSS', 'LFI/RFI', 'RCE', 'SSRF', 'Path Traversal', 'Header Injection']"
xray-poc-generation,local_repos/xray-poc-generation,No,,XSS,"This repository provides xss, header injection proof-of-concept demonstrating web-based attack vectors.","['XSS', 'Header Injection']"
onlinetools,local_repos/onlinetools,Yes,8000,RCE,"This repository provides ssrf, xss, rce proof-of-concept with Docker deployment on port 8000 demonstrating web-based attack vectors.","['SSRF', 'XSS', 'RCE', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'Header Injection']"
mall,local_repos/mall,No,,RCE,"This repository provides xss, sql injection, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['XSS', 'SQL Injection', 'LFI/RFI', 'Path Traversal', 'Header Injection', 'RCE', 'SSRF']"
hoppscotch_hoppscotch,local_repos/hoppscotch_hoppscotch,Yes,3100,"RCE, LFI","This repository provides xss, lfi/rfi, path traversal proof-of-concept with Docker deployment on port 3100 demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal', 'SSRF', 'Header Injection', 'SQL Injection']"
WooyunDrops,local_repos/WooyunDrops,No,,RCE,"This repository provides xss, header injection, rce proof-of-concept demonstrating web-based attack vectors.","['XSS', 'Header Injection', 'RCE', 'LFI/RFI', 'SQL Injection', 'Path Traversal', 'Deserialization', 'SSRF']"
struts2_check,local_repos/struts2_check,No,,SSRF,"This repository provides ssrf, header injection proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'Header Injection']"
kunpeng,local_repos/kunpeng,No,,"RCE, XSS","This repository provides rce, ssrf, xss proof-of-concept demonstrating web-based attack vectors.","['RCE', 'SSRF', 'XSS', 'LFI/RFI', 'Header Injection', 'SQL Injection', 'Path Traversal']"
IntelliJDashPlugin,local_repos/IntelliJDashPlugin,No,,Web Application,Security research repository - IntelliJDashPlugin,[]
CHAOS,local_repos/CHAOS,Yes,8080,"RCE, SQL Injection","This repository provides lfi/rfi, ssrf, path traversal proof-of-concept with Docker deployment on port 8080 demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'Path Traversal', 'Header Injection', 'XSS', 'SQL Injection', 'RCE', 'Deserialization']"
sspsec_Scan-Spring-GO,local_repos/sspsec_Scan-Spring-GO,No,,RCE,"This repository provides rce, xss, ssrf proof-of-concept demonstrating web-based attack vectors.","['RCE', 'XSS', 'SSRF', 'LFI/RFI', 'Path Traversal']"
Komo,local_repos/Komo,Yes,,LFI,"This repository provides ssrf, rce, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SSRF', 'RCE', 'Header Injection', 'LFI/RFI', 'Path Traversal', 'XSS', 'SQL Injection', 'Deserialization']"
marker,local_repos/marker,No,,RCE,"This repository provides sql injection, lfi/rfi, ssrf proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'LFI/RFI', 'SSRF', 'Path Traversal', 'XSS', 'RCE', 'Header Injection', 'Deserialization']"
sf197_nuclei_gpt,local_repos/sf197_nuclei_gpt,No,,RCE,"This repository provides rce, xss, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['RCE', 'XSS', 'LFI/RFI', 'Path Traversal', 'Header Injection']"
RTASS,local_repos/RTASS,No,,RCE,"This repository provides xss, sql injection, rce proof-of-concept demonstrating web-based attack vectors.","['XSS', 'SQL Injection', 'RCE', 'LFI/RFI', 'Path Traversal', 'Header Injection']"
Tp0tOJ,local_repos/Tp0tOJ,No,,"RCE, SQL Injection","This repository provides xss, rce, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['XSS', 'RCE', 'LFI/RFI', 'Path Traversal', 'SSRF', 'Header Injection']"
blockchain_guide,local_repos/blockchain_guide,No,,SSRF,"This repository provides ssrf, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'LFI/RFI', 'Path Traversal', 'Header Injection']"
ntop_nDPI,local_repos/ntop_nDPI,No,,RCE,"This repository provides header injection, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'Path Traversal', 'RCE', 'SQL Injection', 'SSRF']"
rfd-checker,local_repos/rfd-checker,No,,RCE,"This repository provides path traversal, rce, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['Path Traversal', 'RCE', 'LFI/RFI']"
insight2,local_repos/insight2,Yes,,RCE,"This repository provides lfi/rfi, path traversal, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'Header Injection', 'RCE', 'XSS', 'SQL Injection', 'SSRF']"
goku_lite,local_repos/goku_lite,Yes,,RCE,"This repository provides sql injection, lfi/rfi, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SQL Injection', 'LFI/RFI', 'RCE', 'Path Traversal', 'Header Injection', 'SSRF', 'XSS', 'Deserialization']"
hieeyh_tong2-family,local_repos/hieeyh_tong2-family,No,,RCE,"This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal', 'RCE', 'SSRF']"
codeql-queries,local_repos/codeql-queries,No,,RCE,"This repository provides lfi/rfi, xss, rce proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'RCE', 'Deserialization', 'Header Injection', 'SQL Injection', 'Path Traversal']"
linux-kernel-exploits,local_repos/linux-kernel-exploits,No,,"RCE, Privilege Escalation","This repository provides lfi/rfi, rce, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Path Traversal', 'SQL Injection', 'XSS']"
drek,local_repos/drek,No,,RCE,"This repository provides sql injection, xss, header injection proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'XSS', 'Header Injection', 'RCE', 'LFI/RFI', 'Path Traversal', 'Deserialization']"
JavaVulnSummary,local_repos/JavaVulnSummary,No,,SSRF,"This repository provides rce, ssrf, deserialization proof-of-concept demonstrating web-based attack vectors.","['RCE', 'SSRF', 'Deserialization', 'Path Traversal', 'LFI/RFI', 'XSS', 'SQL Injection', 'Header Injection']"
SoraShu_easyconn-socks5-for-HITsz,local_repos/SoraShu_easyconn-socks5-for-HITsz,Yes,,Web Application,Security research repository - SoraShu_easyconn-socks5-for-HITsz,[]
pwndrop,local_repos/pwndrop,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'Header Injection', 'XSS', 'SQL Injection']"
ossf_wg-best-practices-os-developers,local_repos/ossf_wg-best-practices-os-developers,No,,RCE,"This repository provides lfi/rfi, xss, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'SQL Injection', 'Header Injection', 'Path Traversal', 'RCE', 'SSRF', 'Deserialization']"
hey,local_repos/hey,Yes,,Header Injection,This repository provides lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.,['LFI/RFI']
Flash-Pop,local_repos/Flash-Pop,No,,XSS,This repository provides xss proof-of-concept demonstrating web-based attack vectors.,['XSS']
source-code-hunter,local_repos/source-code-hunter,No,,RCE,"This repository provides header injection, lfi/rfi, ssrf proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'SSRF', 'SQL Injection', 'RCE', 'XSS', 'Path Traversal']"
FuzzGen,local_repos/FuzzGen,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal']"
CTFDocker,local_repos/CTFDocker,Yes,,RCE,Security research repository - CTFDocker,[]
Elkeid,local_repos/Elkeid,No,,RCE,"This repository provides lfi/rfi, path traversal, rce proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'RCE', 'SSRF', 'XSS', 'Header Injection', 'SQL Injection']"
webug4.0,local_repos/webug4.0,No,,RCE,"This repository provides header injection, xss, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'XSS', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'RCE', 'SSRF']"
smallstep_autocert,local_repos/smallstep_autocert,Yes,,"RCE, RFI","This repository provides lfi/rfi, rce, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Header Injection', 'Path Traversal']"
YesPlayMusic,local_repos/YesPlayMusic,Yes,53,RCE,"This repository provides rce, ssrf, xss proof-of-concept with Docker deployment on port 53 demonstrating web-based attack vectors.","['RCE', 'SSRF', 'XSS', 'LFI/RFI', 'Path Traversal', 'Header Injection']"
SpringBootVul-GUI,local_repos/SpringBootVul-GUI,No,,RCE,"This repository provides ssrf, xss, header injection proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'XSS', 'Header Injection', 'RCE', 'LFI/RFI', 'Path Traversal']"
arnetheduck_nlvm,local_repos/arnetheduck_nlvm,Yes,,"RCE, SQL Injection","This repository provides rce, lfi/rfi, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal']"
EasyPen,local_repos/EasyPen,No,,RCE,"This repository provides sql injection, rce, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'RCE', 'LFI/RFI', 'Path Traversal', 'Header Injection', 'SSRF', 'XSS']"
iconhash,local_repos/iconhash,Yes,,LFI,"This repository provides lfi/rfi, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF']"
gout,local_repos/gout,No,,Header Injection,"This repository provides header injection, ssrf, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'SSRF', 'LFI/RFI', 'Path Traversal']"
202252197_ChatGPT_JCM,local_repos/202252197_ChatGPT_JCM,Yes,8090,XSS,"This repository provides ssrf, xss, lfi/rfi proof-of-concept with Docker deployment on port 8090 demonstrating web-based attack vectors.","['SSRF', 'XSS', 'LFI/RFI', 'Path Traversal']"
kinproxy,local_repos/kinproxy,No,,"RCE, XSS","This repository provides path traversal, lfi/rfi, xss proof-of-concept demonstrating web-based attack vectors.","['Path Traversal', 'LFI/RFI', 'XSS', 'Header Injection']"
php-object-injection-check,local_repos/php-object-injection-check,No,,Deserialization,"This repository provides lfi/rfi, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS']"
ReadMe,local_repos/ReadMe,No,,SSRF,This repository provides ssrf proof-of-concept demonstrating web-based attack vectors.,['SSRF']
YalcinYolalan_WSSAT,local_repos/YalcinYolalan_WSSAT,No,,"RCE, SQL Injection","This repository provides xss, header injection, rce proof-of-concept demonstrating web-based attack vectors.","['XSS', 'Header Injection', 'RCE', 'LFI/RFI', 'SQL Injection', 'Path Traversal']"
VulApps,local_repos/VulApps,Yes,,RFI,"This repository provides ssrf, rce, xss proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SSRF', 'RCE', 'XSS', 'Header Injection', 'Path Traversal', 'LFI/RFI', 'SQL Injection']"
asn,local_repos/asn,Yes,49200/tcp,RCE,"This repository provides xss, rce, ssrf proof-of-concept with Docker deployment on port 49200/tcp demonstrating web-based attack vectors.","['XSS', 'RCE', 'SSRF']"
0x727_BypassPro,local_repos/0x727_BypassPro,No,,"RCE, Auth Bypass","This repository provides header injection, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'Path Traversal', 'XSS', 'Deserialization', 'SSRF']"
pingtunnel,local_repos/pingtunnel,Yes,,RCE,"This repository provides lfi/rfi, rce, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'SSRF']"
maat,local_repos/maat,Yes,,RCE,This repository provides lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.,['LFI/RFI']
CodeScan,local_repos/CodeScan,No,,"RCE, SQL Injection","This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'XSS', 'Deserialization', 'SSRF']"
kubeip,local_repos/kubeip,Yes,,RCE,"This repository provides lfi/rfi, sql injection, xss proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SQL Injection', 'XSS']"
mufeedvh_code2prompt,local_repos/mufeedvh_code2prompt,No,,"RCE, LFI","This repository provides lfi/rfi, header injection, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'Path Traversal', 'SQL Injection', 'XSS', 'RCE']"
Milkyway,local_repos/Milkyway,No,,RCE,"This repository provides rce, ssrf, header injection proof-of-concept demonstrating web-based attack vectors.","['RCE', 'SSRF', 'Header Injection', 'LFI/RFI', 'XSS', 'SQL Injection', 'Path Traversal']"
Qu1cksc0pe,local_repos/Qu1cksc0pe,Yes,,RCE,"This repository provides lfi/rfi, path traversal, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'SSRF', 'SQL Injection', 'RCE', 'XSS', 'Header Injection']"
ya-webadb,local_repos/ya-webadb,No,,XSS,"This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal']"
moranbw_https-dns-proxy-docker,local_repos/moranbw_https-dns-proxy-docker,Yes,5053,RCE,This repository provides rce proof-of-concept with Docker deployment on port 5053 demonstrating web-based attack vectors.,['RCE']
autocert,local_repos/autocert,Yes,,"RCE, RFI","This repository provides lfi/rfi, rce, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Header Injection', 'Path Traversal']"
card-system,local_repos/card-system,No,,RCE,"This repository provides lfi/rfi, ssrf, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'XSS', 'SQL Injection', 'Path Traversal', 'RCE', 'Header Injection', 'Deserialization']"
geye,local_repos/geye,Yes,13,RCE,"This repository provides lfi/rfi, path traversal, header injection proof-of-concept with Docker deployment on port 13 demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'Header Injection', 'SSRF', 'XSS', 'RCE']"
smallcham_sec-admin,local_repos/smallcham_sec-admin,Yes,,SQL Injection,"This repository provides ssrf, rce, lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SSRF', 'RCE', 'LFI/RFI', 'Path Traversal', 'XSS']"
SecurityTesting,local_repos/SecurityTesting,No,,RCE,"This repository provides sql injection, lfi/rfi, xss proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'LFI/RFI', 'XSS', 'SSRF', 'Header Injection', 'Path Traversal', 'RCE']"
Crypto-Signal,local_repos/Crypto-Signal,Yes,3,RCE,"This repository provides deserialization, sql injection, lfi/rfi proof-of-concept with Docker deployment on port 3 demonstrating web-based attack vectors.","['Deserialization', 'SQL Injection', 'LFI/RFI']"
gatherBurp,local_repos/gatherBurp,No,,RCE,"This repository provides header injection, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'Path Traversal', 'RCE', 'SQL Injection']"
goverview,local_repos/goverview,No,,RCE,"This repository provides rce, xss, ssrf proof-of-concept demonstrating web-based attack vectors.","['RCE', 'XSS', 'SSRF', 'Path Traversal']"
ankane_s3tk,local_repos/ankane_s3tk,Yes,,RCE,"This repository provides lfi/rfi, sql injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SQL Injection']"
spring-boot-webshell,local_repos/spring-boot-webshell,No,,Web Application,Security research repository - spring-boot-webshell,[]
hfuu_shop,local_repos/hfuu_shop,No,,RCE,"This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal', 'Header Injection', 'RCE', 'SQL Injection']"
nDPI,local_repos/nDPI,No,,RCE,"This repository provides header injection, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'Path Traversal', 'RCE', 'SQL Injection', 'SSRF']"
lastmile-ai_mcp-agent,local_repos/lastmile-ai_mcp-agent,No,,RCE,"This repository provides xss, lfi/rfi, rce proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'RCE', 'SSRF', 'Path Traversal', 'Header Injection', 'SQL Injection', 'Deserialization']"
RepeaterSearch,local_repos/RepeaterSearch,No,,Web Application,Security research repository - RepeaterSearch,[]
frida-boot,local_repos/frida-boot,Yes,80,RFI,"This repository provides ssrf, rce, xss proof-of-concept with Docker deployment on port 80 demonstrating web-based attack vectors.","['SSRF', 'RCE', 'XSS', 'LFI/RFI', 'Path Traversal', 'Header Injection']"
RMS-Runtime-Mobile-Security,local_repos/RMS-Runtime-Mobile-Security,Yes,,RCE,"This repository provides xss, lfi/rfi, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'SSRF', 'RCE', 'SQL Injection', 'Header Injection']"
Go365,local_repos/Go365,No,,RCE,This repository provides lfi/rfi proof-of-concept demonstrating web-based attack vectors.,['LFI/RFI']
BehinderClientSource,local_repos/BehinderClientSource,No,,RCE,"This repository provides xss, rce, sql injection proof-of-concept demonstrating web-based attack vectors.","['XSS', 'RCE', 'SQL Injection', 'Deserialization', 'LFI/RFI', 'Path Traversal', 'Header Injection', 'SSRF']"
struts2,local_repos/struts2,No,,RCE,"This repository provides header injection, rce, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'RCE', 'LFI/RFI', 'SSRF', 'Path Traversal']"
VulPOC,local_repos/VulPOC,Yes,,RCE,"This repository provides ssrf, sql injection, deserialization proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SSRF', 'SQL Injection', 'Deserialization', 'LFI/RFI', 'RCE', 'Path Traversal']"
xm1k3_cent,local_repos/xm1k3_cent,No,,"RCE, XSS","This repository provides rce, lfi/rfi, header injection proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Header Injection']"
IoTGoat,local_repos/IoTGoat,Yes,,"RCE, XSS","This repository provides lfi/rfi, ssrf, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'RCE', 'Path Traversal', 'Header Injection', 'SQL Injection']"
WithSecureLabs_awspx,local_repos/WithSecureLabs_awspx,Yes,80,RCE,"This repository provides rce, lfi/rfi, ssrf proof-of-concept with Docker deployment on port 80 demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SSRF', 'SQL Injection', 'XSS']"
timesketch,local_repos/timesketch,Yes,,RCE,"This repository provides sql injection, lfi/rfi, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SQL Injection', 'LFI/RFI', 'SSRF', 'RCE', 'Header Injection', 'Path Traversal', 'XSS']"
RedisShake,local_repos/RedisShake,Yes,,RCE,"This repository provides rce, lfi/rfi, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Header Injection', 'SSRF', 'SQL Injection', 'Path Traversal']"
